Player,First_Year,Last_Year,Years_Played,Last_Age,Games,Games_Started,Targets,Receptions,Receiving_Yards,Receiving_TDs,First_Downs,Fumbles,Teams,Yards_Per_Reception,Catch_Rate,TD_Rate,Yards_Per_Game,TD_Per_Game,First_Down_Rate,Player_Score,Tier,All_Time_Rank,Experience_Level,Prime_Years,Prime_Rating
George Pickens,2022,2023,2,22,34,28,190.0,115,1941,9,80,3.0,PIT,16.9,60.5,7.8,57.1,0.26,69.6,31.0,Elite,205,Limited,,
Gerell Robinson,2014,2014,1,25,3,0,1.0,0,0,0,0,0.0,2TM,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Geremy Davis,2015,2019,4,27,34,1,9.0,5,59,0,2,0.0,"LAC, NYG, SDG",11.8,55.6,0.0,1.7,0.0,40.0,11.1,Below Average,1075,Minimal,,
Germane Crowell,2000,2002,3,26,24,16,158.0,78,920,6,41,1.0,DET,11.8,49.4,7.7,38.3,0.25,52.6,26.1,Great,296,Minimal,,
Geronimo Allison,2016,2021,5,27,49,15,148.0,89,1045,6,48,5.0,"DET, GNB",11.7,60.1,6.7,21.3,0.12,53.9,19.3,Good,538,Minimal,,
Glenn Holt,2006,2008,3,24,42,2,37.0,20,172,2,12,4.0,CIN,8.6,54.1,10.0,4.1,0.05,60.0,13.0,Average,954,Minimal,,
Glenn Martinez,2005,2008,3,27,19,1,35.0,18,218,0,11,3.0,"DEN, DET",12.1,51.4,0.0,11.5,0.0,61.1,14.0,Average,879,Minimal,,
Golden Tate,2010,2020,11,32,160,114,1041.0,695,8278,46,377,15.0,"2TM, DET, NYG, SEA",11.9,66.8,6.6,51.7,0.29,54.2,45.6,Elite,65,Moderate,2012-2014,22.1
Grant Mattos,2003,2003,1,22,6,0,1.0,0,0,0,0,0.0,SDG,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Greg Camarillo,2007,2012,6,30,76,28,228.0,146,1730,5,84,0.0,"MIA, MIN, NOR",11.8,64.0,3.4,22.8,0.07,57.5,21.2,Great,445,Limited,,
Greg Dortch,2021,2023,3,25,37,10,108.0,79,762,4,33,1.0,ARI,9.6,73.1,5.1,20.6,0.11,41.8,18.5,Good,575,Minimal,,
Greg Jenkins,2013,2013,1,24,6,0,1.0,0,0,0,0,1.0,OAK,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Greg Jennings,2006,2015,10,32,143,119,969.0,571,8291,64,369,6.0,"GNB, MIA, MIN",14.5,58.9,11.2,58.0,0.45,64.6,51.0,Elite,40,Moderate,2007-2009,23.3
Greg Lewis,2003,2010,8,30,116,29,291.0,152,1992,8,102,3.0,"MIN, PHI",13.1,52.2,5.3,17.2,0.07,67.1,22.1,Great,407,Limited,,
Greg Little,2011,2014,4,25,54,42,324.0,161,1890,8,95,0.0,"CIN, CLE",11.7,49.7,5.0,35.0,0.15,59.0,24.1,Great,350,Limited,2011-2013,16.7
Greg Salas,2011,2016,5,28,28,3,85.0,50,704,1,28,3.0,"BUF, NYJ, STL",14.1,58.8,2.0,25.1,0.04,56.0,18.9,Good,557,Minimal,,
Greg Ward,2019,2021,3,26,40,13,130.0,88,768,10,46,2.0,PHI,8.7,67.7,11.4,19.2,0.25,52.3,21.2,Great,445,Minimal,,
Griff Whalen,2013,2017,5,27,43,3,79.0,51,532,3,28,6.0,"BAL, IND, SDG",10.4,64.6,5.9,12.4,0.07,54.9,16.0,Good,746,Minimal,,
Gunner Olszewski,2019,2023,5,27,65,4,20.0,15,180,1,7,11.0,"2TM, NWE, PIT",12.0,75.0,6.7,2.8,0.02,46.7,13.8,Average,891,Minimal,,
Hakeem Butler,2020,2020,1,24,2,0,1.0,0,0,0,0,0.0,PHI,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Hakeem Nicks,2009,2015,7,27,92,67,618.0,356,5081,31,224,3.0,"IND, NYG",14.3,57.6,8.7,55.2,0.34,62.9,39.9,Elite,101,Moderate,2009-2011,22.8
Hank Baskett,2006,2010,5,28,67,11,132.0,77,1098,6,48,1.0,"2TM, PHI",14.3,58.3,7.8,16.4,0.09,62.3,19.9,Good,503,Minimal,,
Harry Douglas,2008,2017,9,33,118,40,516.0,310,3759,10,173,7.0,"ATL, TEN",12.1,60.1,3.2,31.9,0.08,55.8,26.6,Great,282,Moderate,,
Henry Ruggs III,2020,2021,2,22,20,19,79.0,50,921,4,29,2.0,LVR,18.4,63.3,8.0,46.0,0.2,58.0,26.5,Great,284,Minimal,,
Herb Haygood,2002,2002,1,25,4,0,1.0,0,0,0,0,0.0,DEN,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Herman Moore,2000,2002,3,33,19,12,91.0,44,510,3,28,0.0,"DET, NYG",11.6,48.4,6.8,26.8,0.16,63.6,21.5,Great,434,Minimal,,
Hines Ward,2000,2011,12,35,185,176,1424.0,924,11199,78,577,13.0,PIT,12.1,64.9,8.4,60.5,0.42,62.4,61.5,Elite,15,Extended,2003-2005,22.2
Hunter Renfrow,2019,2023,5,28,73,23,363.0,269,2884,17,142,12.0,"LVR, OAK",10.7,74.1,6.3,39.5,0.23,52.8,29.2,Elite,236,Limited,2019-2021,22.4
Hunter Sharp,2017,2017,1,23,3,1,9.0,5,54,1,0,0.0,2TM,10.8,55.6,20.0,18.0,0.33,0.0,18.3,Good,586,Minimal,,
Ifeanyi Momah,2016,2017,2,28,14,3,6.0,3,96,0,3,0.0,ARI,32.0,50.0,0.0,6.9,0.0,100.0,19.6,Good,524,Minimal,,
Iheanyi Uwaezuoke,2000,2000,1,27,11,2,8.0,4,46,0,2,0.0,CAR,11.5,50.0,0.0,4.2,0.0,50.0,12.6,Average,986,Minimal,,
Ihmir Smith-Marsette,2021,2023,3,24,33,1,20.0,14,182,2,9,3.0,"2TM, CAR, MIN",13.0,70.0,14.3,5.5,0.06,64.3,15.5,Average,777,Minimal,,
Ike Hilliard,2000,2008,9,32,127,72,675.0,421,4644,30,272,13.0,"NYG, TAM",11.0,62.4,7.1,36.6,0.24,64.6,36.5,Elite,131,Moderate,2000-2003,21.0
Irvin Charles,2023,2023,1,26,12,0,1.0,0,0,0,0,0.0,NYJ,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Irving Fryar,2000,2000,1,38,14,6,76.0,41,548,5,29,0.0,WAS,13.4,53.9,12.2,39.1,0.36,70.7,29.4,Elite,231,Minimal,,
Isaac Bruce,2000,2009,10,37,146,136,1090.0,635,9380,50,446,12.0,"SFO, STL",14.8,58.3,7.9,64.2,0.34,70.2,54.0,Elite,30,Moderate,2000-2002,22.7
Isaac Byrd,2000,2002,3,28,43,12,146.0,73,897,4,48,1.0,CAR,12.3,50.0,5.5,20.9,0.09,65.8,20.2,Great,485,Minimal,,
Isaac Fruechte,2016,2016,1,25,1,0,1.0,0,0,0,0,0.0,MIN,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Isaac Jones,2000,2000,1,25,1,0,1.0,0,0,0,0,0.0,IND,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Isaac Whitney,2017,2017,1,23,2,0,1.0,0,0,0,0,0.0,OAK,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Isaiah Burse,2014,2016,2,25,21,1,5.0,0,0,0,0,3.0,"DEN, SDG",,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Isaiah Coulter,2021,2021,1,23,3,0,1.0,0,0,0,0,0.0,CHI,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Isaiah Ford,2018,2021,4,25,32,3,97.0,63,681,2,41,0.0,MIA,10.8,64.9,3.2,21.3,0.06,65.1,17.8,Good,614,Minimal,,
Isaiah Hodgins,2022,2023,2,25,27,14,81.0,58,622,7,36,2.0,"2TM, NYG",10.7,71.6,12.1,23.0,0.26,62.1,22.6,Great,391,Minimal,,
Isaiah McKenzie,2017,2023,7,28,93,28,221.0,152,1427,11,85,13.0,"2TM, BUF, DEN, IND",9.4,68.8,7.2,15.3,0.12,55.9,19.8,Good,509,Limited,,
Isaiah Stanback,2008,2012,3,28,20,2,11.0,6,52,0,1,0.0,"DAL, JAX, NWE",8.7,54.5,0.0,2.6,0.0,16.7,9.8,Below Average,1137,Minimal,,
Isaiah Wright,2020,2020,1,23,14,6,35.0,27,197,0,10,3.0,WAS,7.3,77.1,0.0,14.1,0.0,37.0,13.5,Average,915,Minimal,,
Isaiah Zuber,2020,2020,1,23,4,0,2.0,2,29,0,1,0.0,NWE,14.5,100.0,0.0,7.2,0.0,50.0,16.6,Good,703,Minimal,,
Ishmael Hyman,2019,2019,1,24,2,1,4.0,2,34,0,2,0.0,TAM,17.0,50.0,0.0,17.0,0.0,100.0,16.6,Good,703,Minimal,,
J'Mon Moore,2018,2018,1,23,12,0,3.0,2,15,0,1,1.0,GNB,7.5,66.7,0.0,1.2,0.0,50.0,10.9,Below Average,1089,Minimal,,
J.J. Stokes,2000,2003,4,31,52,30,217.0,131,1595,11,88,0.0,"2TM, SFO",12.2,60.4,8.4,30.7,0.21,67.2,27.4,Great,263,Limited,,
JJ Arcega-Whiteside,2019,2021,3,25,40,7,35.0,16,290,1,13,0.0,PHI,18.1,45.7,6.2,7.2,0.02,81.2,15.2,Average,801,Minimal,,
JJ Jones,2018,2018,1,26,4,0,1.0,1,3,0,0,2.0,2TM,3.0,100.0,0.0,0.8,0.0,0.0,10.4,Below Average,1117,Minimal,,
JJ Nelson,2015,2019,5,27,58,16,186.0,85,1475,11,63,3.0,"ARI, OAK",17.4,45.7,12.9,25.4,0.19,74.1,23.4,Great,370,Minimal,,
Ja'Marcus Bradley,2020,2021,2,25,8,1,15.0,9,124,0,4,0.0,CLE,13.8,60.0,0.0,15.5,0.0,44.4,14.4,Average,849,Minimal,,
Ja'Marr Chase,2021,2023,3,23,45,45,407.0,268,3717,29,177,5.0,CIN,13.9,65.8,10.8,82.6,0.64,66.0,46.3,Elite,60,Limited,2021-2023,23.0
JaJuan Dawson,2000,2002,3,25,30,4,87.0,52,664,2,34,1.0,"CLE, HOU",12.8,59.8,3.8,22.1,0.07,65.4,20.4,Great,480,Minimal,,
Jabar Gaffney,2002,2012,11,32,158,103,754.0,447,5690,24,295,4.0,"DEN, HOU, MIA, NWE, WAS",12.7,59.3,5.4,36.0,0.15,66.0,35.9,Elite,137,Moderate,2009-2011,19.3
Jacob Harris,2022,2022,1,25,7,0,1.0,1,6,0,1,0.0,LAR,6.0,100.0,0.0,0.9,0.0,100.0,14.8,Average,825,Minimal,,
Jacoby Ford,2010,2013,3,26,38,13,111.0,57,848,3,38,10.0,OAK,14.9,51.4,5.3,22.3,0.08,66.7,19.7,Good,518,Minimal,,
Jacoby Jones,2007,2014,8,30,119,33,353.0,203,2733,14,125,15.0,"BAL, HOU",13.5,57.5,6.9,23.0,0.12,61.6,24.7,Great,335,Limited,,
Jacquez Green,2000,2002,3,26,38,26,183.0,92,1269,2,67,1.0,"2TM, TAM",13.8,50.3,2.2,33.4,0.05,72.8,22.7,Great,388,Minimal,,
Jaelen Strong,2015,2017,3,23,20,3,52.0,31,330,4,13,0.0,"2TM, HOU",10.6,59.6,12.9,16.5,0.2,41.9,18.0,Good,599,Minimal,,
Jaelon Darden,2021,2022,2,23,23,0,14.0,8,69,0,2,0.0,"2TM, TAM",8.6,57.1,0.0,3.0,0.0,25.0,9.9,Below Average,1134,Minimal,,
Jahan Dotson,2022,2023,2,23,29,26,144.0,84,1041,11,53,0.0,WAS,12.4,58.3,13.1,35.9,0.38,63.1,27.3,Great,265,Minimal,,
Jake Allen,2009,2009,1,24,3,0,1.0,0,0,0,0,0.0,2TM,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Jake Bobo,2023,2023,1,25,17,0,25.0,19,196,2,9,0.0,SEA,10.3,76.0,10.5,11.5,0.12,47.4,16.7,Good,697,Minimal,,
Jake Kumerow,2018,2022,5,30,46,9,46.0,27,436,3,19,0.0,"BUF, GNB",16.1,58.7,11.1,9.5,0.07,70.4,17.0,Good,673,Minimal,,
Jake Reed,2000,2002,3,35,37,8,131.0,64,875,4,43,1.0,"MIN, NOR",13.7,48.9,6.2,23.6,0.11,67.2,21.4,Great,439,Minimal,,
Jake Schifino,2003,2004,2,25,14,0,2.0,0,0,0,0,0.0,TEN,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Jake Soliday,2002,2002,1,24,4,0,8.0,4,39,0,2,0.0,ARI,9.8,50.0,0.0,9.8,0.0,50.0,13.0,Average,954,Minimal,,
Jakeem Grant,2016,2021,6,29,81,8,161.0,100,1140,7,60,13.0,"2TM, MIA",11.4,62.1,7.0,14.1,0.09,60.0,18.2,Good,587,Minimal,,
Jakobi Meyers,2019,2023,5,27,76,55,450.0,306,3565,16,180,4.0,"LVR, NWE",11.7,68.0,5.2,46.9,0.21,58.8,30.9,Elite,208,Moderate,2021-2023,20.9
Jaleel Scott,2019,2020,2,25,4,1,4.0,2,22,0,1,0.0,"BAL, NYJ",11.0,50.0,0.0,5.5,0.0,50.0,11.2,Below Average,1073,Minimal,,
Jalen Brooks,2023,2023,1,23,7,0,6.0,6,64,0,4,0.0,DAL,10.7,100.0,0.0,9.1,0.0,66.7,16.4,Good,719,Minimal,,
Jalen Camp,2022,2022,1,24,2,0,1.0,1,7,0,1,0.0,HOU,7.0,100.0,0.0,3.5,0.0,100.0,15.5,Average,777,Minimal,,
Jalen Guyton,2019,2023,5,26,46,14,130.0,71,1112,7,47,1.0,LAC,15.7,54.6,9.9,24.2,0.15,66.2,21.6,Great,430,Minimal,,
Jalen Nailor,2022,2023,2,24,21,1,19.0,12,208,1,8,0.0,MIN,17.3,63.2,8.3,9.9,0.05,66.7,16.8,Good,690,Minimal,,
Jalen Reagor,2020,2023,4,24,56,25,147.0,79,937,4,42,8.0,"MIN, NWE, PHI",11.9,53.7,5.1,16.7,0.07,53.2,16.9,Good,681,Minimal,,
Jalen Saunders,2014,2014,1,22,15,0,1.0,1,7,0,0,2.0,4TM,7.0,100.0,0.0,0.5,0.0,0.0,11.5,Below Average,1053,Minimal,,
Jalen Tolbert,2022,2023,2,24,25,7,39.0,24,280,2,13,1.0,DAL,11.7,61.5,8.3,11.2,0.08,54.2,15.5,Average,777,Minimal,,
Jalen Tolliver,2018,2018,1,23,3,1,6.0,3,37,0,3,0.0,ARI,12.3,50.0,0.0,12.3,0.0,100.0,14.4,Average,849,Minimal,,
Jalen Virgil,2022,2022,1,24,9,1,5.0,2,75,1,2,1.0,DEN,37.5,40.0,50.0,8.3,0.11,100.0,22.8,Great,385,Minimal,,
Jalin Hyatt,2023,2023,1,22,17,7,40.0,23,373,0,11,1.0,NYG,16.2,57.5,0.0,21.9,0.0,47.8,16.4,Good,719,Minimal,,
Jalin Marshall,2016,2016,1,21,10,1,23.0,14,162,2,9,4.0,NYJ,11.6,60.9,14.3,16.2,0.2,64.3,18.7,Good,563,Minimal,,
Jamaar Taylor,2004,2005,2,24,13,0,18.0,6,146,0,4,0.0,NYG,24.3,33.3,0.0,11.2,0.0,66.7,16.3,Good,726,Minimal,,
Jamal Agnew,2020,2023,4,28,50,5,110.0,74,730,5,35,4.0,"DET, JAX",9.9,67.3,6.8,14.6,0.1,47.3,17.2,Good,655,Minimal,,
Jamal Jones,2005,2006,2,25,14,1,11.0,6,108,1,3,1.0,"GNB, NOR",18.0,54.5,16.7,7.7,0.07,50.0,16.4,Good,719,Minimal,,
Jamar Newsome,2011,2012,2,25,8,2,17.0,5,73,0,3,0.0,"JAX, KAN",14.6,29.4,0.0,9.1,0.0,60.0,12.2,Below Average,1010,Minimal,,
James Adkisson,2006,2006,1,26,2,0,2.0,1,9,0,0,0.0,OAK,9.0,50.0,0.0,4.5,0.0,0.0,9.2,Below Average,1148,Minimal,,
James Hardy,2008,2009,2,24,16,3,25.0,10,96,2,5,0.0,BUF,9.6,40.0,20.0,6.0,0.12,50.0,13.3,Average,932,Minimal,,
James Jett,2000,2001,2,31,27,13,42.0,22,375,2,16,0.0,OAK,17.0,52.4,9.1,13.9,0.07,72.7,19.4,Good,532,Minimal,,
James Jones,2007,2015,9,31,136,72,716.0,433,5861,51,276,13.0,"GNB, OAK",13.5,60.5,11.8,43.1,0.38,63.7,42.0,Elite,85,Moderate,2010-2013,22.8
James Jordan,2002,2002,1,24,6,0,2.0,0,0,0,0,0.0,SFO,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
James McKnight,2000,2003,4,31,62,40,286.0,159,2423,9,98,7.0,"DAL, MIA",15.2,55.6,5.7,39.1,0.15,61.6,29.0,Elite,240,Limited,,
James Proche,2020,2023,4,27,53,1,45.0,25,278,0,14,1.0,"BAL, CLE",11.1,55.6,0.0,5.2,0.0,56.0,12.3,Below Average,1006,Minimal,,
James Thrash,2000,2008,9,33,135,70,492.0,275,3415,21,151,5.0,"PHI, WAS",12.4,55.9,7.6,25.3,0.16,54.9,28.9,Elite,241,Limited,2000-2002,20.4
James Washington,2018,2022,5,26,62,25,219.0,114,1629,11,70,1.0,"DAL, PIT",14.3,52.1,9.6,26.3,0.18,61.4,22.9,Great,383,Limited,,
James Williams,2000,2003,4,25,30,4,54.0,29,410,1,17,1.0,"DET, SEA",14.1,53.7,3.4,13.7,0.03,58.6,17.1,Good,664,Minimal,,
James Wright,2014,2016,2,25,24,2,35.0,18,197,0,12,0.0,CIN,10.9,51.4,0.0,8.2,0.0,66.7,12.6,Average,986,Minimal,,
Jameson Williams,2022,2023,2,22,18,10,51.0,25,395,3,15,1.0,DET,15.8,49.0,12.0,21.9,0.17,60.0,19.5,Good,528,Minimal,,
Jamison Crowder,2015,2023,9,30,117,51,644.0,431,4826,29,230,16.0,"BUF, NYJ, WAS",11.2,66.9,6.7,41.2,0.25,53.4,33.7,Elite,163,Moderate,2015-2017,20.9
Jammi German,2000,2001,2,27,15,0,13.0,8,75,0,4,0.0,"ATL, CLE",9.4,61.5,0.0,5.0,0.0,50.0,13.1,Average,947,Minimal,,
Jared Abbrederis,2015,2017,3,27,22,0,25.0,13,163,0,7,1.0,"DET, GNB",12.5,52.0,0.0,7.4,0.0,53.8,12.5,Average,992,Minimal,,
Jarett Dillard,2009,2011,2,26,21,5,58.0,35,398,1,22,1.0,JAX,11.4,60.3,2.9,19.0,0.05,62.9,17.2,Good,655,Minimal,,
Jarius Wright,2012,2019,8,30,111,30,347.0,224,2782,11,142,4.0,"CAR, MIN",12.4,64.6,4.9,25.1,0.1,63.4,23.8,Great,361,Limited,,
Jaron Brown,2013,2019,7,29,101,18,210.0,116,1563,16,76,2.0,"ARI, SEA",13.5,55.2,13.8,15.5,0.16,65.5,21.4,Great,439,Limited,,
Jarrett Boykin,2012,2014,3,25,39,11,101.0,57,731,3,36,0.0,GNB,12.8,56.4,5.3,18.7,0.08,63.2,17.7,Good,621,Minimal,,
Jarvis Landry,2014,2022,9,30,132,116,1084.0,713,7870,38,412,21.0,"CLE, MIA, NOR",11.0,65.8,5.3,59.6,0.29,57.8,43.5,Elite,78,Extended,2014-2016,20.1
Jason Avant,2006,2015,10,32,148,53,558.0,346,4118,13,228,6.0,"2TM, KAN, PHI",11.9,62.0,3.8,27.8,0.09,65.9,27.6,Great,257,Moderate,2009-2011,19.9
Jason Brownlee,2023,2023,1,24,7,5,8.0,5,56,1,2,0.0,NYJ,11.2,62.5,20.0,8.0,0.14,40.0,15.2,Average,801,Minimal,,
Jason Hill,2007,2012,6,27,54,13,137.0,78,1043,9,64,1.0,"2TM, JAX, NYJ, SFO",13.4,56.9,11.5,19.3,0.17,82.1,22.5,Great,397,Minimal,,
Jason McAddley,2002,2005,4,26,34,11,100.0,38,578,1,26,1.0,"ARI, SFO, TEN",15.2,38.0,2.6,17.0,0.03,68.4,17.3,Good,648,Minimal,,
Jason Moore,2019,2022,3,27,18,1,11.0,6,104,0,5,0.0,LAC,17.3,54.5,0.0,5.8,0.0,83.3,14.8,Average,825,Minimal,,
Jason Tucker,2000,2000,1,24,16,7,28.0,13,126,0,9,3.0,DAL,9.7,46.4,0.0,7.9,0.0,69.2,13.2,Average,938,Minimal,,
Jauan Jennings,2021,2023,3,26,45,7,127.0,78,963,7,50,2.0,SFO,12.3,61.4,9.0,21.4,0.16,64.1,20.7,Great,465,Minimal,,
Javin Hunter,2002,2002,1,22,12,3,11.0,5,35,0,0,2.0,BAL,7.0,45.5,0.0,2.9,0.0,0.0,8.5,Below Average,1159,Minimal,,
Javon Walker,2002,2008,7,30,80,46,481.0,267,4011,31,181,4.0,"DEN, GNB, OAK",15.0,55.5,11.6,50.1,0.39,67.8,41.0,Elite,96,Limited,2003-2006,23.8
Javon Wims,2018,2020,3,26,33,7,56.0,28,266,2,15,0.0,CHI,9.5,50.0,7.1,8.1,0.06,53.6,13.1,Average,947,Minimal,,
Javontee Herndon,2015,2015,1,24,8,2,33.0,24,195,0,8,2.0,SDG,8.1,72.7,0.0,24.4,0.0,33.3,14.8,Average,825,Minimal,,
Jawill Davis,2018,2018,1,23,7,0,8.0,4,40,0,3,0.0,NYG,10.0,50.0,0.0,5.7,0.0,75.0,11.9,Below Average,1026,Minimal,,
Jaxon Smith-Njigba,2023,2023,1,21,17,3,93.0,63,628,4,29,0.0,SEA,10.0,67.7,6.3,36.9,0.24,46.0,23.0,Great,381,Minimal,,
Jayden Reed,2023,2023,1,23,16,13,94.0,64,793,8,32,2.0,GNB,12.4,68.1,12.5,49.6,0.5,50.0,31.3,Elite,200,Minimal,,
Jaydon Mickens,2017,2021,3,27,31,0,24.0,15,145,2,11,5.0,"2TM, JAX, TAM",9.7,62.5,13.3,4.7,0.06,73.3,14.1,Average,874,Minimal,,
Jaylen Waddle,2021,2023,3,25,47,47,361.0,251,3385,18,166,3.0,MIA,13.5,69.5,7.2,72.0,0.38,66.1,38.5,Elite,112,Limited,2021-2023,22.2
Jaymar Johnson,2009,2009,1,25,6,0,1.0,1,9,0,0,0.0,MIN,9.0,100.0,0.0,1.5,0.0,0.0,12.9,Average,968,Minimal,,
Jeff Badet,2020,2020,1,26,3,0,1.0,0,0,0,0,0.0,WAS,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Jeff Graham,2000,2001,2,32,28,24,222.0,107,1718,9,79,2.0,SDG,16.1,48.2,8.4,61.4,0.32,73.8,35.2,Elite,145,Limited,,
Jeff Janis,2014,2017,4,26,51,1,38.0,17,200,1,9,0.0,GNB,11.8,44.7,5.9,3.9,0.02,52.9,11.7,Below Average,1038,Minimal,,
Jeff Maehl,2011,2014,3,25,27,0,15.0,9,113,1,4,0.0,"HOU, PHI",12.6,60.0,11.1,4.2,0.04,44.4,13.8,Average,891,Minimal,,
Jeff Ogden,2000,2001,2,26,32,0,11.0,8,97,1,7,4.0,MIA,12.1,72.7,12.5,3.0,0.03,87.5,16.9,Good,681,Minimal,,
Jeff Smith,2019,2022,4,25,36,7,67.0,34,426,0,21,0.0,NYJ,12.5,50.7,0.0,11.8,0.0,61.8,13.8,Average,891,Minimal,,
Jeff Webb,2006,2008,3,26,31,3,74.0,36,382,1,18,2.0,KAN,10.6,48.6,2.8,12.3,0.03,50.0,14.0,Average,879,Minimal,,
Jehu Chesson,2017,2018,2,25,24,1,6.0,3,25,0,3,0.0,"KAN, WAS",8.3,50.0,0.0,1.0,0.0,100.0,11.5,Below Average,1053,Minimal,,
Jeremy Butler,2015,2016,2,25,12,0,46.0,33,374,0,17,1.0,"BAL, SDG",11.3,71.7,0.0,31.2,0.0,51.5,17.6,Good,626,Minimal,,
Jeremy Ebert,2013,2013,1,24,5,0,8.0,3,18,0,0,0.0,JAX,6.0,37.5,0.0,3.6,0.0,0.0,6.7,Below Average,1174,Minimal,,
Jeremy Horne,2010,2011,2,25,12,0,3.0,0,0,0,0,0.0,KAN,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Jeremy Kerley,2011,2018,8,30,99,40,461.0,270,3116,13,155,16.0,"BUF, NYJ, SFO",11.5,58.6,4.8,31.5,0.13,57.4,26.5,Great,284,Limited,2012-2016,18.5
Jeremy Maclin,2009,2017,8,29,114,112,839.0,514,6835,49,309,5.0,"BAL, KAN, PHI",13.3,61.3,9.5,60.0,0.43,60.1,47.2,Elite,57,Moderate,2009-2011,22.0
Jeremy McDaniel,2000,2001,2,25,23,6,83.0,54,826,2,39,0.0,BUF,15.3,65.1,3.7,35.9,0.09,72.2,25.0,Great,328,Minimal,,
Jeremy Ross,2013,2016,4,28,46,16,65.0,43,506,3,39,10.0,"2TM, DET",11.8,66.2,7.0,11.0,0.07,90.7,17.5,Good,634,Minimal,,
Jerheme Urban,2004,2011,6,31,53,7,150.0,91,1266,8,57,1.0,"ARI, KAN, SEA",13.9,60.7,8.8,23.9,0.15,62.6,22.8,Great,385,Minimal,,
Jermaine Kearse,2012,2018,7,28,99,74,449.0,255,3290,17,152,3.0,"NYJ, SEA",12.9,56.8,6.7,33.2,0.17,59.6,27.0,Great,272,Limited,2015-2017,20.0
Jermaine Lewis,2000,2004,5,30,53,5,53.0,30,338,2,19,6.0,"BAL, HOU, JAX",11.3,56.6,6.7,6.4,0.04,63.3,15.6,Average,771,Minimal,,
Jerome Mathis,2005,2007,2,24,15,0,14.0,6,80,1,3,3.0,HOU,13.3,42.9,16.7,5.3,0.07,50.0,13.5,Average,915,Minimal,,
Jerome Pathon,2000,2005,6,30,74,45,351.0,196,2676,14,121,2.0,"ATL, IND, NOR",13.7,55.8,7.1,36.2,0.19,61.7,29.9,Elite,221,Limited,2000-2003,19.3
Jerome Simpson,2008,2015,7,29,63,37,305.0,150,2058,9,102,5.0,"CIN, MIN, SFO",13.7,49.2,6.0,32.7,0.14,68.0,24.7,Great,335,Limited,,
Jerrel Jernigan,2011,2014,4,25,34,4,61.0,38,391,2,20,2.0,NYG,10.3,62.3,5.3,11.5,0.06,52.6,15.8,Average,761,Minimal,,
Jerricho Cotchery,2004,2015,12,33,175,89,854.0,524,6623,34,352,6.0,"CAR, NYJ, PIT",12.6,61.4,6.5,37.8,0.19,67.2,37.4,Elite,122,Moderate,2009-2013,20.5
Jerry Jeudy,2020,2023,4,24,57,44,356.0,211,3053,11,130,4.0,DEN,14.5,59.3,5.2,53.6,0.19,61.6,30.2,Elite,218,Limited,2020-2023,20.1
Jerry Porter,2000,2008,9,30,115,68,579.0,295,4120,31,200,4.0,"JAX, OAK",14.0,50.9,10.5,35.8,0.27,67.8,35.6,Elite,142,Limited,2002-2005,21.3
Jerry Rice,2000,2004,5,42,81,76,585.0,343,4453,28,256,7.0,"2TM, OAK, SFO",13.0,58.6,8.2,55.0,0.35,74.6,41.7,Elite,88,Moderate,2000-2002,21.3
Jesper Horsted,2019,2022,3,25,28,1,17.0,13,127,3,6,1.0,"CHI, LVR",9.8,76.5,23.1,4.5,0.11,46.2,15.3,Average,791,Minimal,,
Jesse Holley,2011,2011,1,27,16,0,7.0,7,169,0,6,0.0,DAL,24.1,100.0,0.0,10.6,0.0,85.7,22.5,Great,397,Minimal,,
Jimmy Farris,2003,2005,2,27,20,0,17.0,7,118,2,5,0.0,"ATL, WAS",16.9,41.2,28.6,5.9,0.1,71.4,17.2,Good,655,Minimal,,
Jimmy Redmond,2003,2003,1,26,12,0,7.0,3,67,0,3,0.0,JAX,22.3,42.9,0.0,5.6,0.0,100.0,17.8,Good,614,Minimal,,
Jimmy Smith,2000,2005,6,36,91,90,835.0,481,6613,39,313,5.0,JAX,13.7,57.6,8.1,72.7,0.43,65.1,51.0,Elite,40,Moderate,2000-2002,20.7
Joe Adams,2012,2012,1,23,9,0,1.0,1,7,0,0,4.0,CAR,7.0,100.0,0.0,0.8,0.0,0.0,11.6,Below Average,1042,Minimal,,
Joe Anderson,2013,2013,1,25,6,0,1.0,0,0,0,0,0.0,CHI,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
