Player,First_Year,Last_Year,Years_Played,Last_Age,Games,Games_Started,Targets,Receptions,Receiving_Yards,Receiving_TDs,First_Downs,Fumbles,Teams,Yards_Per_Reception,Catch_Rate,TD_Rate,Yards_Per_Game,TD_Per_Game,First_Down_Rate,Player_Score,Tier,All_Time_Rank,Experience_Level,Prime_Years,Prime_Rating
Cam Phillips,2018,2018,1,23,2,0,1.0,1,9,0,0,0.0,BUF,9.0,100.0,0.0,4.5,0.0,0.0,12.7,Average,980,Minimal,,
Cam Sims,2019,2022,4,26,54,17,92.0,57,804,3,35,1.0,WAS,14.1,62.0,5.3,14.9,0.06,61.4,17.6,Good,626,Minimal,,
Cameron Batson,2018,2021,3,26,27,3,29.0,22,197,2,14,2.0,TEN,9.0,75.9,9.1,7.3,0.07,63.6,15.3,Average,791,Minimal,,
Cameron Meredith,2015,2018,3,26,31,11,123.0,86,1122,5,53,4.0,"CHI, NOR",13.0,69.9,5.8,36.2,0.16,61.6,23.8,Great,361,Minimal,,
Carl Pickens,2000,2000,1,30,9,6,29.0,10,242,0,9,0.0,TEN,24.2,34.5,0.0,26.9,0.0,90.0,21.2,Great,445,Minimal,,
Carlton Mitchell,2010,2011,2,23,16,0,5.0,3,31,0,2,0.0,CLE,10.3,60.0,0.0,1.9,0.0,66.7,12.5,Average,992,Minimal,,
Carlyle Holiday,2006,2006,1,25,8,2,18.0,9,126,0,12,0.0,2TM,14.0,50.0,0.0,15.8,0.0,133.3,17.6,Good,626,Minimal,,
Cecil Shorts,2011,2016,6,29,70,43,452.0,229,2979,14,142,4.0,"HOU, JAX, TAM",13.0,50.7,6.1,42.6,0.2,62.0,29.2,Elite,236,Limited,2012-2014,18.1
Cedric James,2002,2002,1,23,5,0,2.0,1,29,0,1,0.0,MIN,29.0,50.0,0.0,5.8,0.0,100.0,20.7,Great,465,Minimal,,
Cedric Tillman,2023,2023,1,23,14,3,44.0,21,224,0,12,0.0,CLE,10.7,47.7,0.0,16.0,0.0,57.1,13.2,Average,938,Minimal,,
Cedrick Wilson,2002,2007,6,29,94,33,322.0,178,2365,8,128,4.0,"PIT, SFO",13.3,55.3,4.5,25.2,0.09,71.9,25.1,Great,324,Limited,,
Cedrick Wilson Jr.,2019,2023,5,28,68,7,153.0,101,1269,11,61,3.0,"DAL, MIA",12.6,66.0,10.9,18.7,0.16,60.4,21.4,Great,439,Limited,,
CeeDee Lamb,2020,2023,4,24,66,61,568.0,395,5145,32,247,5.0,DAL,13.0,69.5,8.1,78.0,0.48,62.5,45.1,Elite,69,Moderate,2021-2023,22.7
Chad Beebe,2018,2020,3,26,20,0,36.0,26,310,2,17,5.0,MIN,11.9,72.2,7.7,15.5,0.1,65.4,17.9,Good,606,Minimal,,
Chad Hall,2010,2013,3,27,24,1,34.0,16,155,2,8,0.0,"KAN, PHI",9.7,47.1,12.5,6.5,0.08,50.0,13.4,Average,926,Minimal,,
Chad Hansen,2017,2020,2,25,20,3,41.0,26,330,1,18,0.0,"HOU, NYJ",12.7,63.4,3.8,16.5,0.05,69.2,16.7,Good,697,Minimal,,
Chad Jackson,2006,2008,2,23,16,1,20.0,14,171,3,7,1.0,"DEN, NWE",12.2,70.0,21.4,10.7,0.19,50.0,19.0,Good,552,Minimal,,
Chad Johnson,2001,2011,11,33,166,135,1372.0,766,11059,67,575,7.0,"CIN, NWE",14.4,55.8,8.7,66.6,0.4,75.1,60.2,Elite,17,Extended,2003-2005,21.5
Chad Lucas,2007,2007,1,26,2,1,5.0,5,82,0,1,0.0,TAM,16.4,100.0,0.0,41.0,0.0,20.0,22.3,Great,404,Minimal,,
Chad Owens,2005,2007,3,25,6,0,3.0,0,0,0,0,3.0,JAX,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Chad Williams,2017,2019,3,25,17,8,54.0,20,202,1,10,0.0,"ARI, IND",10.1,37.0,5.0,11.9,0.06,50.0,12.5,Average,992,Minimal,,
Chandler Worthy,2015,2015,1,22,3,0,4.0,3,14,0,1,1.0,HOU,4.7,75.0,0.0,4.7,0.0,33.3,10.6,Below Average,1105,Minimal,,
Chansi Stuckey,2008,2011,4,28,55,10,182.0,106,1062,5,87,4.0,"2TM, ARI, CLE, NYJ",10.0,58.2,4.7,19.3,0.09,82.1,19.8,Good,509,Limited,,
Charles Johnson,2000,2016,6,27,85,35,238.0,133,1626,10,76,1.0,"BUF, MIN, NWE, PHI",12.2,55.9,7.5,19.1,0.12,57.1,22.7,Great,388,Limited,,
Charles Lee,2000,2005,5,28,43,9,111.0,72,957,3,47,1.0,"ARI, GNB, TAM",13.3,64.9,4.2,22.3,0.07,65.3,21.7,Great,426,Minimal,,
Charles Rogers,2003,2005,3,24,15,9,84.0,36,440,4,24,0.0,DET,12.2,42.9,11.1,29.3,0.27,66.7,24.0,Great,352,Minimal,,
Charlie Adams,2003,2005,2,26,20,2,40.0,21,203,0,9,4.0,DEN,9.7,52.5,0.0,10.2,0.0,42.9,13.3,Average,932,Minimal,,
Charlie Jones,2023,2023,1,25,11,0,9.0,7,64,0,3,0.0,CIN,9.1,77.8,0.0,5.8,0.0,42.9,12.8,Average,974,Minimal,,
Charly Martin,2009,2012,2,28,11,1,8.0,5,48,0,3,0.0,"CAR, SEA",9.6,62.5,0.0,4.4,0.0,60.0,12.7,Average,980,Minimal,,
Charone Peake,2016,2018,3,26,31,1,39.0,22,214,0,10,0.0,NYJ,9.7,56.4,0.0,6.9,0.0,45.5,11.8,Below Average,1034,Minimal,,
Chase Claypool,2020,2023,4,25,58,32,314.0,175,2261,13,104,4.0,"2TM, PIT",12.9,55.7,7.4,39.0,0.22,59.4,26.7,Great,280,Limited,2020-2022,19.5
Chastin West,2011,2011,1,24,12,1,27.0,13,163,2,9,0.0,JAX,12.5,48.1,15.4,13.6,0.17,69.2,18.0,Good,599,Minimal,,
Chaz Schilens,2008,2012,5,27,59,25,168.0,100,1191,9,59,1.0,"NYJ, OAK",11.9,59.5,9.0,20.2,0.15,59.0,21.4,Great,439,Minimal,,
Chester Rogers,2016,2021,5,27,69,24,214.0,141,1522,6,80,9.0,"IND, TEN",10.8,65.9,4.3,22.1,0.09,56.7,20.1,Great,493,Limited,,
Chris Brazzell,2000,2000,1,24,9,0,4.0,2,12,0,0,0.0,DAL,6.0,50.0,0.0,1.3,0.0,0.0,8.2,Below Average,1162,Minimal,,
Chris Calloway,2000,2000,1,32,7,2,10.0,5,95,0,5,0.0,NWE,19.0,50.0,0.0,13.6,0.0,100.0,18.7,Good,563,Minimal,,
Chris Chambers,2001,2010,10,32,153,127,1109.0,540,7648,58,452,11.0,"2TM, KAN, MIA, SDG",14.2,48.7,10.7,50.0,0.38,83.7,49.7,Elite,48,Moderate,2001-2003,21.7
Chris Cole,2001,2003,2,26,27,2,27.0,12,164,0,8,3.0,DEN,13.7,44.4,0.0,6.1,0.0,66.7,14.0,Average,879,Minimal,,
Chris Coleman,2001,2001,1,24,16,0,4.0,1,19,0,1,0.0,TEN,19.0,25.0,0.0,1.2,0.0,100.0,14.3,Average,855,Minimal,,
Chris Conley,2015,2023,9,31,117,63,371.0,220,2922,15,147,5.0,"2TM, HOU, JAX, KAN, SFO",13.3,59.3,6.8,25.0,0.13,66.8,24.7,Great,335,Limited,2016-2020,19.4
Chris Davis,2007,2008,3,24,19,0,13.0,8,72,0,3,6.0,"NYJ, TEN",9.0,61.5,0.0,3.8,0.0,37.5,11.5,Below Average,1053,Minimal,,
Chris Doering,2002,2003,2,30,31,3,72.0,36,432,3,28,1.0,"PIT, WAS",12.0,50.0,8.3,13.9,0.1,77.8,18.7,Good,563,Minimal,,
Chris Francies,2006,2006,1,24,7,0,5.0,2,16,0,2,0.0,GNB,8.0,40.0,0.0,2.3,0.0,100.0,11.3,Below Average,1066,Minimal,,
Chris Givens,2012,2015,4,26,60,31,237.0,107,1779,5,83,1.0,"2TM, STL",16.6,45.1,4.7,29.6,0.08,77.6,21.8,Great,422,Limited,,
Chris Godwin,2017,2023,7,27,104,77,754.0,529,6690,34,342,9.0,TAM,12.6,70.2,6.4,64.3,0.33,64.7,43.1,Elite,81,Moderate,2018-2020,24.1
Chris Harper,2015,2016,2,23,14,2,24.0,14,139,0,6,1.0,"NWE, SFO",9.9,58.3,0.0,9.9,0.0,42.9,12.2,Below Average,1010,Minimal,,
Chris Henry,2005,2009,5,26,55,12,232.0,119,1826,21,82,2.0,CIN,15.3,51.3,17.6,33.2,0.38,68.9,30.8,Elite,212,Limited,,
Chris Hogan,2013,2021,9,34,105,40,358.0,220,2836,19,120,3.0,"BUF, CAR, NOR, NWE, NYJ",12.9,61.5,8.6,27.0,0.18,54.5,25.8,Great,301,Limited,,
Chris Horn,2004,2005,2,28,28,3,58.0,33,365,1,17,0.0,KAN,11.1,56.9,3.0,13.0,0.04,51.5,15.2,Average,801,Minimal,,
Chris Jackson,2000,2000,1,25,1,0,1.0,0,0,0,0,0.0,TEN,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Chris Lacy,2018,2019,2,23,8,2,11.0,3,60,0,2,0.0,DET,20.0,27.3,0.0,7.5,0.0,66.7,13.1,Average,947,Minimal,,
Chris Matthews,2015,2017,2,28,19,0,31.0,16,176,1,22,0.0,"2TM, BAL",11.0,51.6,6.2,9.3,0.05,137.5,16.3,Good,726,Minimal,,
Chris McFoy,2007,2007,1,24,3,0,2.0,1,19,0,1,0.0,OAK,19.0,50.0,0.0,6.3,0.0,100.0,16.3,Good,726,Minimal,,
Chris Moore,2016,2023,7,30,103,18,215.0,138,1710,8,67,2.0,"BAL, HOU, TEN",12.4,64.2,5.8,16.6,0.08,48.6,19.5,Good,528,Limited,,
Chris Olave,2022,2023,2,23,31,20,257.0,159,2165,9,105,2.0,NOR,13.6,61.9,5.7,69.8,0.29,66.0,33.1,Elite,171,Limited,,
Chris Owusu,2012,2015,4,25,25,6,43.0,26,296,1,16,0.0,"2TM, NYJ, TAM",11.4,60.5,3.8,11.8,0.04,61.5,14.9,Average,818,Minimal,,
Chris Sanders,2000,2001,2,29,20,14,79.0,38,610,0,27,1.0,TEN,16.1,48.1,0.0,30.5,0.0,71.1,20.2,Great,485,Minimal,,
Chris Thomas,2000,2001,2,30,26,5,39.0,19,247,1,14,0.0,"KAN, STL",13.0,48.7,5.3,9.5,0.04,73.7,16.1,Good,738,Minimal,,
Chris Thompson,2017,2017,1,23,13,0,6.0,5,84,0,5,3.0,HOU,16.8,83.3,0.0,6.5,0.0,100.0,17.6,Good,626,Minimal,,
Chris Walsh,2000,2002,3,34,48,3,55.0,41,430,1,25,0.0,MIN,10.5,74.5,2.4,9.0,0.02,61.0,17.0,Good,673,Minimal,,
Christian Blake,2019,2021,3,25,41,3,51.0,28,257,0,13,0.0,ATL,9.2,54.9,0.0,6.3,0.0,46.4,11.5,Below Average,1053,Minimal,,
Christian Kirk,2018,2023,6,27,85,70,576.0,377,4797,28,215,4.0,"ARI, JAX",12.7,65.5,7.4,56.4,0.33,57.0,37.6,Elite,118,Moderate,2020-2022,22.1
Christian Watson,2022,2023,2,24,23,20,119.0,69,1033,12,48,0.0,GNB,15.0,58.0,17.4,44.9,0.52,69.6,32.3,Elite,179,Minimal,,
Clarence Coleman,2003,2003,1,23,14,0,17.0,8,69,0,5,0.0,BUF,8.6,47.1,0.0,4.9,0.0,62.5,12.0,Below Average,1022,Minimal,,
Clarence Moore,2004,2006,3,24,29,8,83.0,29,353,5,22,0.0,BAL,12.2,34.9,17.2,12.2,0.17,75.9,17.4,Good,642,Minimal,,
Cliff Russell,2003,2008,4,29,21,1,9.0,5,45,0,2,2.0,"CIN, DEN, MIA, WAS",9.0,55.6,0.0,2.1,0.0,40.0,11.5,Below Average,1053,Minimal,,
Clyde Gates,2011,2013,3,27,32,4,57.0,30,365,0,18,0.0,"MIA, NYJ",12.2,52.6,0.0,11.4,0.0,60.0,14.3,Average,855,Minimal,,
Cobi Hamilton,2016,2017,2,27,14,9,34.0,18,242,2,14,0.0,"HOU, PIT",13.4,52.9,11.1,17.3,0.14,77.8,18.2,Good,587,Minimal,,
Cody Core,2016,2019,4,25,51,7,64.0,33,388,1,16,0.0,"CIN, NYG",11.8,51.6,3.0,7.6,0.02,48.5,13.0,Average,954,Minimal,,
Cody Hollister,2019,2022,4,29,21,4,15.0,10,112,0,7,0.0,TEN,11.2,66.7,0.0,5.3,0.0,70.0,13.5,Average,915,Minimal,,
Cody Latimer,2014,2019,6,27,66,15,119.0,70,935,6,51,1.0,"DEN, NYG",13.4,58.8,8.6,14.2,0.09,72.9,18.5,Good,575,Minimal,,
Cody Thompson,2023,2023,1,27,7,0,1.0,1,10,0,0,0.0,SEA,10.0,100.0,0.0,1.4,0.0,0.0,12.6,Average,986,Minimal,,
Cody White,2021,2022,2,24,16,1,7.0,6,35,0,3,0.0,PIT,5.8,85.7,0.0,2.2,0.0,50.0,12.1,Below Average,1016,Minimal,,
Cole Beasley,2012,2022,11,33,153,51,782.0,556,5744,34,321,6.0,"2TM, BUF, DAL",10.3,71.1,6.1,37.5,0.22,57.7,35.1,Elite,147,Moderate,2015-2018,21.7
Collin Franklin,2011,2011,1,23,2,0,2.0,0,0,0,0,0.0,TAM,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Collin Johnson,2020,2023,3,26,29,1,53.0,30,388,2,19,0.0,"CHI, JAX, NYG",12.9,56.6,6.7,13.4,0.07,63.3,16.1,Good,738,Minimal,,
Colton Dowell,2023,2023,1,24,10,1,2.0,1,3,0,0,0.0,TEN,3.0,50.0,0.0,0.3,0.0,0.0,6.3,Below Average,1177,Minimal,,
Cooper Kupp,2017,2023,7,30,92,78,791.0,567,7066,51,327,7.0,LAR,12.5,71.7,9.0,76.8,0.55,57.7,51.1,Elite,39,Moderate,2017-2019,23.4
Cordarrelle Patterson,2013,2020,8,29,127,36,328.0,216,2087,10,98,8.0,"CHI, MIN, NWE, OAK",9.7,65.9,4.6,16.4,0.08,45.4,19.8,Good,509,Limited,,
Corey Bradford,2000,2006,7,31,90,48,374.0,175,2682,20,112,2.0,"DET, GNB, HOU",15.3,46.8,11.4,29.8,0.22,64.0,29.7,Elite,225,Limited,,
Corey Brown,2014,2016,3,25,43,22,143.0,79,1019,7,52,4.0,CAR,12.9,55.2,8.9,23.7,0.16,65.8,20.8,Great,461,Minimal,,
Corey Coleman,2016,2018,3,24,27,19,139.0,61,789,5,40,0.0,"CLE, NYG",12.9,43.9,8.2,29.2,0.19,65.6,20.8,Great,461,Minimal,,
Corey Davis,2017,2022,5,27,63,56,392.0,230,3278,15,164,5.0,"NYJ, TEN",14.3,58.7,6.5,52.0,0.24,71.3,31.8,Elite,191,Limited,,
Corey Fuller,2014,2015,2,25,28,2,40.0,18,288,1,14,2.0,DET,16.0,45.0,5.6,10.3,0.04,77.8,15.3,Average,791,Minimal,,
Corey Washington,2014,2014,1,23,14,0,8.0,5,52,1,4,0.0,NYG,10.4,62.5,20.0,3.7,0.07,80.0,14.3,Average,855,Minimal,,
Cortez Hankton,2003,2006,4,25,46,1,67.0,34,310,2,17,0.0,JAX,9.1,50.7,5.9,6.7,0.04,50.0,13.9,Average,884,Minimal,,
Courtland Sutton,2018,2023,6,28,81,69,511.0,298,4259,24,192,5.0,DEN,14.3,58.3,8.1,52.6,0.3,64.4,35.1,Elite,147,Limited,2021-2023,20.5
Courtney Hawkins,2000,2000,1,31,13,5,43.0,19,238,1,10,0.0,PIT,12.5,44.2,5.3,18.3,0.08,52.6,17.1,Good,664,Minimal,,
Courtney Roby,2005,2014,5,31,57,6,55.0,26,343,1,14,3.0,"ATL, NOR, TEN",13.2,47.3,3.8,6.0,0.02,53.8,13.5,Average,915,Minimal,,
Courtney Taylor,2007,2008,2,24,18,4,31.0,14,136,0,6,0.0,SEA,9.7,45.2,0.0,7.6,0.0,42.9,11.3,Below Average,1066,Minimal,,
Craig Davis,2007,2010,4,25,25,2,87.0,51,558,2,34,1.0,SDG,10.9,58.6,3.9,22.3,0.08,66.7,18.6,Good,569,Minimal,,
Craig Yeast,2000,2000,1,24,15,7,51.0,24,301,0,18,3.0,CIN,12.5,47.1,0.0,20.1,0.0,75.0,16.8,Good,690,Minimal,,
Craphonso Thorpe,2007,2007,1,24,5,0,20.0,12,70,1,4,0.0,IND,5.8,60.0,8.3,14.0,0.2,33.3,16.0,Good,746,Minimal,,
Cris Carter,2000,2002,3,37,37,33,308.0,177,2211,16,122,6.0,"MIA, MIN",12.5,57.5,9.0,59.8,0.43,68.9,38.6,Elite,110,Limited,,
Curtis Conway,2000,2004,5,33,75,63,496.0,265,3732,21,179,3.0,"NYJ, SDG, SFO",14.1,53.4,7.9,49.8,0.28,67.5,36.8,Elite,126,Limited,2000-2002,20.8
Curtis Jackson,2000,2001,2,28,7,2,14.0,7,60,0,3,1.0,NWE,8.6,50.0,0.0,8.6,0.0,42.9,12.1,Below Average,1016,Minimal,,
Curtis Samuel,2017,2023,7,27,91,58,485.0,317,3383,22,171,3.0,"CAR, WAS",10.7,65.4,6.9,37.2,0.24,53.9,29.7,Elite,225,Moderate,2020-2023,20.8
Cyril Grayson,2019,2021,3,28,10,3,16.0,11,215,2,8,0.0,TAM,19.5,68.8,18.2,21.5,0.2,72.7,22.8,Great,385,Minimal,,
D'Wayne Bates,2000,2003,4,28,40,20,130.0,78,1042,6,54,2.0,"CHI, MIN",13.4,60.0,7.7,26.0,0.15,69.2,24.2,Great,347,Minimal,,
D'Wayne Eskridge,2021,2023,3,26,24,0,34.0,17,122,1,8,0.0,SEA,7.2,50.0,5.9,5.1,0.04,47.1,11.0,Below Average,1080,Minimal,,
D.J. Foster,2016,2020,3,27,20,0,31.0,19,142,0,9,0.0,"ARI, NWE",7.5,61.3,0.0,7.1,0.0,47.4,11.5,Below Average,1053,Minimal,,
D.J. Hackett,2005,2008,4,27,42,16,184.0,118,1575,9,73,1.0,"CAR, SEA",13.3,64.1,7.6,37.5,0.21,61.9,26.9,Great,277,Limited,,
D.J. Montgomery,2021,2023,2,27,10,0,14.0,6,92,1,5,0.0,"IND, NYJ",15.3,42.9,16.7,9.2,0.1,83.3,15.8,Average,761,Minimal,,
D.J. Moore,2018,2023,6,26,97,90,752.0,460,6565,29,317,8.0,"CAR, CHI",14.3,61.2,6.3,67.7,0.3,68.9,41.9,Elite,87,Moderate,2021-2023,20.5
D.K. Metcalf,2019,2023,5,26,82,81,618.0,372,5332,43,249,7.0,SEA,14.3,60.2,11.6,65.0,0.52,66.9,44.7,Elite,71,Moderate,2019-2021,23.3
DJ Chark,2018,2023,6,27,69,51,383.0,212,3069,23,138,3.0,"CAR, DET, JAX",14.5,55.4,10.8,44.5,0.33,65.1,32.3,Elite,179,Limited,,
DJ Turner,2022,2022,1,25,9,0,1.0,0,0,0,0,1.0,LVR,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Da'Mari Scott,2019,2019,1,24,5,2,3.0,2,22,0,2,0.0,NYG,11.0,66.7,0.0,4.4,0.0,100.0,14.2,Average,864,Minimal,,
Da'Rick Rogers,2013,2013,1,22,5,3,23.0,14,192,2,9,0.0,IND,13.7,60.9,14.3,38.4,0.4,64.3,26.5,Great,284,Minimal,,
DaeSean Hamilton,2018,2020,3,25,46,9,141.0,81,833,5,51,1.0,DEN,10.3,57.4,6.2,18.1,0.11,63.0,18.0,Good,599,Minimal,,
Dallas Baker,2008,2008,1,26,8,0,2.0,1,6,0,0,0.0,PIT,6.0,50.0,0.0,0.8,0.0,0.0,7.6,Below Average,1167,Minimal,,
Damaris Johnson,2012,2014,3,25,43,9,83.0,52,601,1,29,5.0,"HOU, PHI",11.6,62.7,1.9,14.0,0.02,55.8,15.4,Average,786,Minimal,,
Dameane Douglas,2000,2001,2,25,22,0,12.0,6,86,2,4,0.0,PHI,14.3,50.0,33.3,3.9,0.09,66.7,16.3,Good,726,Minimal,,
Damian Williams,2010,2014,5,26,57,17,191.0,107,1327,5,67,2.0,"2TM, TEN",12.4,56.0,4.7,23.3,0.09,62.6,20.6,Great,471,Limited,,
Damiere Byrd,2016,2023,8,30,76,28,206.0,130,1689,7,79,5.0,"ARI, ATL, CAR, CHI, NWE",13.0,63.1,5.4,22.2,0.09,60.8,20.9,Great,457,Limited,,
Damion Ratley,2018,2020,3,25,31,6,54.0,29,407,1,18,1.0,"CLE, NYG",14.0,53.7,3.4,13.1,0.03,62.1,15.3,Average,791,Minimal,,
Damion Willis,2019,2019,1,22,10,2,16.0,9,82,0,3,0.0,CIN,9.1,56.2,0.0,8.2,0.0,33.3,11.1,Below Average,1075,Minimal,,
Damon Dunn,2000,2000,1,24,4,0,1.0,1,6,0,2,1.0,2TM,6.0,100.0,0.0,1.5,0.0,200.0,20.6,Great,471,Minimal,,
Damon Gibson,2001,2001,1,26,16,0,3.0,2,13,0,0,3.0,JAX,6.5,66.7,0.0,0.8,0.0,0.0,9.8,Below Average,1137,Minimal,,
Damon Griffin,2000,2000,1,24,8,0,9.0,2,25,0,1,0.0,CIN,12.5,22.2,0.0,3.1,0.0,50.0,10.2,Below Average,1123,Minimal,,
Damon Hodge,2000,2000,1,23,8,0,10.0,4,60,0,3,0.0,DAL,15.0,40.0,0.0,7.5,0.0,75.0,14.4,Average,849,Minimal,,
Dan Arnold,2018,2021,3,26,26,6,85.0,55,685,3,35,2.0,"2TM, NOR",12.5,64.7,5.5,26.3,0.12,63.6,20.2,Great,485,Minimal,,
Danario Alexander,2010,2012,3,26,28,13,159.0,83,1395,10,60,0.0,"SDG, STL",16.8,52.2,12.0,49.8,0.36,72.3,32.0,Elite,186,Minimal,,
Dane Looker,2003,2008,6,32,88,8,191.0,112,1224,5,63,5.0,STL,10.9,58.6,4.5,13.9,0.06,56.2,19.1,Good,546,Limited,,
Dane Sanzenbacher,2011,2014,4,26,41,3,80.0,43,449,3,25,1.0,"CHI, CIN",10.4,53.8,7.0,11.0,0.07,58.1,15.6,Average,771,Minimal,,
Daniel Braverman,2016,2016,1,23,3,0,2.0,0,0,0,0,0.0,CHI,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Daniel Brown,2015,2021,6,29,72,12,66.0,46,449,2,28,0.0,"2TM, BAL, CHI, NYJ",9.8,69.7,4.3,6.2,0.03,60.9,14.5,Average,841,Minimal,,
Danny Amendola,2009,2021,13,36,163,76,903.0,617,6212,24,334,19.0,"DET, HOU, MIA, NWE, STL",10.1,68.3,3.9,38.1,0.15,54.1,35.3,Elite,144,Moderate,2015-2018,20.0
Danny Farmer,2000,2002,3,25,33,4,71.0,43,611,1,29,2.0,CIN,14.2,60.6,2.3,18.5,0.03,67.4,19.3,Good,538,Minimal,,
Danny Gray,2022,2022,1,23,13,0,7.0,1,10,0,1,0.0,SFO,10.0,14.3,0.0,0.8,0.0,100.0,9.1,Below Average,1150,Minimal,,
Dante Hall,2002,2008,7,30,94,11,254.0,162,1747,9,88,16.0,"KAN, STL",10.8,63.8,5.6,18.6,0.1,54.3,22.6,Great,391,Limited,,
Dante Pettis,2018,2022,5,27,50,19,132.0,71,984,12,43,5.0,"2TM, CHI, NYG, SFO",13.9,53.8,16.9,19.7,0.24,60.6,22.1,Great,407,Minimal,,
Dante Ridgeway,2005,2005,1,21,8,0,3.0,2,26,0,0,0.0,NYJ,13.0,66.7,0.0,3.2,0.0,0.0,11.6,Below Average,1042,Minimal,,
Dareke Young,2022,2022,1,23,13,0,2.0,2,24,0,2,0.0,SEA,12.0,100.0,0.0,1.8,0.0,100.0,16.7,Good,697,Minimal,,
Darius Jennings,2015,2019,3,27,28,1,41.0,27,235,0,11,1.0,"CLE, TEN",8.7,65.9,0.0,8.4,0.0,40.7,12.4,Average,1001,Minimal,,
Darius Johnson,2013,2013,1,22,10,2,43.0,22,210,1,13,1.0,ATL,9.5,51.2,4.5,21.0,0.1,59.1,15.9,Average,754,Minimal,,
Darius Powe,2017,2017,1,23,1,1,4.0,2,13,0,0,0.0,NYG,6.5,50.0,0.0,13.0,0.0,0.0,9.3,Below Average,1146,Minimal,,
Darius Reynaud,2009,2013,3,29,36,0,14.0,6,39,0,4,5.0,"2TM, MIN, TEN",6.5,42.9,0.0,1.1,0.0,66.7,9.8,Below Average,1137,Minimal,,
Darius Slayton,2019,2023,5,26,76,53,388.0,220,3324,19,145,4.0,NYG,15.1,56.7,8.6,43.7,0.25,65.9,30.9,Elite,208,Limited,2019-2022,21.2
Darius Watts,2004,2005,2,24,22,2,57.0,33,407,1,20,1.0,DEN,12.3,57.9,3.0,18.5,0.05,60.6,17.1,Good,664,Minimal,,
Darnay Scott,2001,2002,2,30,31,16,138.0,79,1037,3,52,0.0,"CIN, DAL",13.1,57.2,3.8,33.5,0.1,65.8,23.6,Great,367,Minimal,,
Darnell Mooney,2020,2023,4,26,60,49,360.0,213,2593,11,122,1.0,CHI,12.2,59.2,5.2,43.2,0.18,57.3,27.0,Great,272,Limited,2020-2022,19.2
Darnerien McCants,2002,2005,4,29,41,3,114.0,58,774,8,43,1.0,"PHI, WAS",13.3,50.9,13.8,18.9,0.2,74.1,23.1,Great,378,Minimal,,
Darrell Hill,2004,2004,1,25,14,0,1.0,0,0,0,0,0.0,TEN,,0.0,,0.0,0.0,,0.1,Below Average,1193,,,
Darrell Jackson,2000,2008,9,30,123,106,915.0,499,7132,51,340,10.0,"DEN, SEA, SFO",14.3,54.5,10.2,58.0,0.41,68.1,50.0,Elite,45,Moderate,2003-2006,21.8
Darren Waller,2015,2018,3,26,22,4,29.0,18,178,2,12,0.0,"BAL, OAK",9.9,62.1,11.1,8.1,0.09,66.7,15.0,Average,813,Minimal,,
Darrin Chiaverini,2000,2002,3,25,33,2,55.0,18,175,3,11,1.0,"ATL, CLE, DAL",9.7,32.7,16.7,5.3,0.09,61.1,13.5,Average,915,Minimal,,
Darrius Heyward-Bey,2009,2018,10,31,144,71,432.0,202,2897,16,129,3.0,"IND, OAK, PIT",14.3,46.8,7.9,20.1,0.11,63.9,23.9,Great,356,Limited,,
Darrius Shepherd,2019,2020,2,25,14,0,10.0,6,47,0,1,2.0,GNB,7.8,60.0,0.0,3.4,0.0,16.7,9.7,Below Average,1142,Minimal,,
Darvin Kidsy,2018,2018,1,23,2,0,2.0,1,8,0,1,0.0,WAS,8.0,50.0,0.0,4.0,0.0,100.0,11.8,Below Average,1034,Minimal,,
Daryl Jones,2002,2004,2,25,15,6,18.0,8,90,0,3,1.0,"CHI, NYG",11.2,44.4,0.0,6.0,0.0,37.5,11.9,Below Average,1026,Minimal,,
Daurice Fountain,2020,2020,1,25,5,0,3.0,2,23,0,2,0.0,IND,11.5,66.7,0.0,4.6,0.0,100.0,14.3,Average,855,Minimal,,
Davante Adams,2014,2023,10,31,150,143,1367.0,872,10781,95,534,6.0,"GNB, LVR",12.4,63.8,10.9,71.9,0.63,61.2,61.1,Elite,16,Extended,2020-2022,23.9
David Anderson,2006,2011,5,28,51,2,81.0,50,595,4,38,1.0,"2TM, HOU",11.9,61.7,8.0,11.7,0.08,76.0,18.0,Good,599,Minimal,,
David Ausberry,2011,2014,3,27,34,0,18.0,11,120,0,7,0.0,OAK,10.9,61.1,0.0,3.5,0.0,63.6,13.1,Average,947,Minimal,,
David Bell,2022,2023,2,23,31,6,58.0,38,381,3,16,0.0,CLE,10.0,65.5,7.9,12.3,0.1,42.1,15.8,Average,761,Minimal,,
David Boston,2000,2005,5,27,59,53,508.0,275,4226,23,192,5.0,"ARI, MIA, SDG",15.4,54.1,8.4,71.6,0.39,69.8,44.4,Elite,72,Limited,2000-2003,21.1
David Clowney,2008,2010,3,25,28,3,40.0,22,341,1,16,1.0,"2TM, NYJ",15.5,55.0,4.5,12.2,0.04,72.7,17.0,Good,673,Minimal,,
David Dunn,2000,2001,2,29,25,0,9.0,5,41,0,3,3.0,OAK,8.2,55.6,0.0,1.6,0.0,60.0,11.9,Below Average,1026,Minimal,,
